,pr_gene_symbol,coefficient
9805,SCRN1,0.008319247083662048
4125,MAN2B1,-0.00997589475351992
1635,DCTD,-0.02386991850335375
4154,MBNL1,-0.007330375978527123
26292,MYCBP,0.04165317660078699
5770,PTPN1,-0.010967848854076988
25874,MPC2,0.003249305483192885
11319,ECD,0.020465814174604535
1153,CIRBP,-0.0029496120346273673
11098,PRSS23,-0.06044031121881425
8974,P4HA2,-0.02026000783661453
533,ATP6V0B,-0.014606579874944577
823,CAPN1,0.003081406529094322
6812,STXBP1,-0.017908783289414754
3693,ITGB5,0.004205658070296544
4891,SLC11A2,0.005291397909134247
10954,PDIA5,0.016132940430880566
5909,RAP1GAP,-0.008738573710332794
9221,NOLC1,0.020328448472127062
847,CAT,-0.023464742239844526
11072,DUSP14,0.00704891984845023
10221,TRIB1,-0.003916170952670548
7158,TP53BP1,-0.014888087153926822
8678,BECN1,0.001924077357155484
11014,KDELR2,-0.007718033851385345
1994,ELAVL1,0.021953289366304238
3482,IGF2R,-0.005893972137735083
25976,TIPARP,-0.005007113473378765
10491,CRTAP,0.02767404063116652
51053,GMNN,0.024357432823632338
9267,CYTH1,-0.01596029110904274
5547,PRCP,-0.01332715266707927
6597,SMARCA4,0.007279917215197642
5836,PYGL,-0.005202580812942454
6118,RPA2,-0.0028907509507764173
2961,GTF2E2,0.003835121329849329
310,ANXA7,0.0077438483432698746
7296,TXNRD1,-0.007173962792077659
1429,CRYZ,0.047332907096246
2548,GAA,-0.0056687578342110925
6499,SKIV2L,-0.021209044207118728
642,BLMH,0.01996893733251343
23076,RRP1B,-0.030671285092559435
10099,TSPAN3,-0.041058863886785466
9817,KEAP1,0.0007809285683829653
9126,SMC3,0.0005719533725322727
3930,LBR,-0.01723552025765144
10450,PPIE,-0.0036159570174473764
54386,TERF2IP,-0.008496455375053736
664,BNIP3,0.02259571214205679
596,BCL2,-0.03436805418488497
10180,RBM6,-0.02329006577804149
1445,CSK,-0.013984025780416822
230,ALDOC,-0.04697001720362683
9246,UBE2L6,0.0036545078054117477
5092,PCBD1,0.004769673959100387
23463,ICMT,0.024348606292594423
10007,GNPDA1,-0.012568822535840135
4925,NUCB2,0.00287329124572187
6251,RSU1,-0.012009701063583436
5782,PTPN12,-0.0166424230143591
5106,PCK2,-0.01761716018540362
2673,GFPT1,0.002114161907149882
644,BLVRA,0.008589650448674314
6284,S100A13,0.01558002349977052
4605,MYBL2,0.024725230859308448
6810,STX4,-0.023119732093428064
54499,TMCO1,-0.010963038514659209
11007,CCDC85B,-0.028661438503183808
1643,DDB2,-0.012290690238674745
25805,BAMBI,-0.0032869250702693273
3033,HADH,-0.019850810470026112
2745,GLRX,0.016894514847702134
9961,MVP,0.0037755571755698305
3925,STMN1,-0.023525645297448505
2582,GALE,-0.012389774551168036
5792,PTPRF,0.003800525732154739
5236,PGM1,0.028577141259091002
4016,LOXL1,-0.025655075429812213
4651,MYO10,0.0005971754440765321
3988,LIPA,-0.03390357991716575
26227,PHGDH,0.03276194956948288
7982,ST7,-0.013606391510489172
3551,IKBKB,0.008553065747698867
5108,PCM1,-0.013970779354235144
8870,IER3,0.03908381922524432
2195,FAT1,0.00419755137896459
8731,RNMT,0.009839849831280077
1956,EGFR,-0.00886069239368431
10276,NET1,-0.042252784434404445
1666,DECR1,-0.012774705885520692
4864,NPC1,0.027647796599077335
4232,MEST,0.006335343604067766
5050,PAFAH1B3,0.024795219898352056
813,CALU,0.0016718342794067329
3964,LGALS8,0.0004369101400881929
26020,LRP10,0.025450231504118143
481,ATP1B1,0.028399216580595143
5019,OXCT1,0.01657649356834132
291,SLC25A4,-0.023130402714616513
10973,ASCC3,0.024402449087726704
9697,TRAM2,0.02443922740709921
5831,PYCR1,-0.02055231449124508
8202,NCOA3,-0.003493930839892987
57804,POLD4,-0.002369840935834789
5566,PRKACA,0.011804021439976753
57149,LYRM1,-0.010213863110272158
7416,VDAC1,0.005371713283641031
10174,SORBS3,-0.004475035607874871
6676,SPAG4,-0.01617553024707573
8884,SLC5A6,0.033419749562804316
5997,RGS2,0.017216549996825516
57147,SCYL3,0.009457233191597737
6909,TBX2,0.020622700966772402
9093,DNAJA3,-0.012708061733112501
23142,DCUN1D4,-0.005714930064067599
8444,DYRK3,0.01810644267725338
11232,POLG2,0.0015487807157908455
27095,TRAPPC3,0.0010518865857986127
10732,TCFL5,0.010243276914990853
23029,RBM34,-0.021786466919954173
9270,ITGB1BP1,0.022017960870394874
47,ACLY,0.005147815933152829
5889,RAD51C,-0.015311967366270468
8243,SMC1A,-0.008127215244704023
10730,YME1L1,0.006991769043348668
30,ACAA1,-0.009148910623626529
7466,WFS1,-0.011448905930137693
89910,UBE3B,0.017991295650378412
56654,NPDC1,-0.023442867160964092
501,ALDH7A1,0.006114060891071029
5438,POLR2I,-0.008965115472559203
26993,AKAP8L,-0.004598439203260871
55111,PLEKHJ1,0.008733009998041151
8520,HAT1,0.009842552480003895
10146,G3BP1,0.012238164391534065
7165,TPD52L2,-0.024701378462769284
55011,PIH1D1,-0.01705619228484619
6461,SHB,-0.00433611154528674
10813,UTP14A,-0.021330752581295593
80746,TSEN2,-0.00397330163943454
10434,LYPLA1,0.014429920470301644
5607,MAP2K5,-0.026471454475286434
22827,PUF60,-0.006328343768779445
51635,DHRS7,0.002471304144305604
84159,ARID5B,-0.02225248288265901
3508,IGHMBP2,-0.015483040963756562
84890,ADO,0.0077905381622215605
79600,TCTN1,0.001469214727465598
8574,AKR7A2,0.01124097406024162
5529,PPP2R5E,0.00809769656692404
3909,LAMA3,-0.002673930691300329
9637,FEZ2,-0.0030462644899163535
8518,IKBKAP,0.0007873067707752841
6443,SGCB,-0.02161173293143837
58478,ENOPH1,-0.012998682325821282
4850,CNOT4,0.007727539957637607
23210,JMJD6,-0.008298550550874686
54733,SLC35F2,-0.008843087572565222
55129,ANO10,0.018436881126719453
10273,STUB1,0.0038945184955989478
572,BAD,-0.008343149525489913
5716,PSMD10,-0.009407250152475453
22841,RAB11FIP2,-0.010979919008021293
2356,FPGS,0.001307331302137002
6050,RNH1,0.002008643905763586
64422,ATG3,0.0015680359464331844
8837,CFLAR,-0.015084194704295638
55127,HEATR1,0.003664983439736738
23335,WDR7,0.006475387005416361
10270,AKAP8,0.00324817843042493
6509,SLC1A4,0.002868226320068929
83743,GRWD1,-0.0021247120915321295
6772,STAT1,-0.020147504672292364
22887,FOXJ3,0.007916779183956286
51001,MTERF3,-0.005449770681761229
26511,CHIC2,-6.317814934588761e-05
7874,USP7,0.000788607474612742
51070,NOSIP,-0.013476219705723722
1738,DLD,0.002092708663301202
3416,IDE,0.005214572708798054
9128,PRPF4,-0.008779633191704179
9833,MELK,0.023770534557635118
4088,SMAD3,-0.029159339379831603
5018,OXA1L,-0.0033841396673235306
51375,SNX7,-0.014515736017745154
55038,CDCA4,0.02539415304216423
23061,TBC1D9B,0.01089834296367415
64428,NARFL,0.029022951981288188
11325,DDX42,-0.003000325129008205
9641,IKBKE,-0.004919597227912589
23038,WDTC1,-0.0006272180052202667
57048,PLSCR3,0.0020769391308747068
94239,H2AFV,-0.0047295259281970176
51203,NUSAP1,-0.005046211053815628
388650,FAM69A,0.003958029198986179
23039,XPO7,-0.002718998300158694
55179,FAIM,-0.0007861562604074575
5827,PXMP2,-0.012301977673937039
10245,TIMM17B,-0.017025701812131144
6813,STXBP2,-0.011029263670311094
3251,HPRT1,0.01357875130786827
23212,RRS1,0.0003186050662948848
23536,ADAT1,-0.011653050713077486
51282,SCAND1,0.005495338052420759
10227,MFSD10,-0.013355993101139111
50813,COPS7A,0.0033372476998368137
51024,FIS1,0.027058224624700738
53343,NUDT9,-0.00018518108750249665
1465,CSRP1,0.0020364106995100053
79006,METRN,-0.004013862244986077
6988,TCTA,-0.00237340965103612
11011,TLK2,0.007807307642890829
23325,KIAA1033,0.0048926401839888434
10049,DNAJB6,-0.00020066410042016464
3157,HMGCS1,0.010295757006007692
200734,SPRED2,-0.0004177714177945399
9053,MAP7,-0.011941558478702395
79094,CHAC1,0.001459604315863194
2778,GNAS,0.004095508290573062
54881,TEX10,0.0012306289498281659
54807,ZNF586,0.012439654225034277
323,APBB2,0.005752755138976475
26001,RNF167,-5.964744466304371e-05
10190,TXNDC9,0.005789703084475005
9686,VGLL4,-0.00299859593735367
54915,YTHDF1,0.016032157856338238
23658,LSM5,0.01511347667376757
7750,ZMYM2,0.009835958791434708
79643,CHMP6,0.007704924794989633
9488,PIGB,0.01963342169634533
11200,CHEK2,-0.005165317624043619
65057,ACD,-0.012180139771867524
6832,SUPV3L1,-0.011962210028651511
23131,GPATCH8,0.004368029273361674
10776,ARPP19,-0.0031150495435712127
6253,RTN2,0.004156910739750574
79716,NPEPL1,-0.0004985975705150717
29978,UBQLN2,0.008579526767986206
9988,DMTF1,-0.007670751743374669
10845,CLPX,0.0062529904464755925
54957,TXNL4B,-0.0362073550091209
79170,PRR15L,-0.004726118082946345
10610,ST6GALNAC2,-0.017979231102907164
128,ADH5,0.0074013014531696805
51026,GOLT1B,0.0076474985010555035
5498,PPOX,0.003189965892495274
124583,CANT1,-0.03363032226878766
9455,HOMER2,-0.004940137925857495
1212,CLTB,-0.003704211468559656
5255,PHKA1,-0.003077618137628383
9448,MAP4K4,0.014039329864040728
9924,PAN2,-0.00512595432785567
5480,PPIC,-0.008498363021712762
1983,EIF5,-0.0118052198247584
56889,TM9SF3,0.009702069335541713
79080,CCDC86,-0.014339308241047132
9016,SLC25A14,0.002574299950453697
6915,TBXA2R,0.005772504245579901
9709,HERPUD1,-0.0067716938929542215
116832,RPL39L,-0.000580749589148516
670,BPHL,0.010490447080814652
7867,MAPKAPK3,-0.0050376697026610195
79143,MBOAT7,0.016220960758079796
11284,PNKP,-0.0032310649186062736
23443,SLC35A3,0.009424741232154867
51599,LSR,-0.0010323410013552512
5927,KDM5A,-0.009607787686283818
55793,FAM63A,-0.0074449844168966006
5867,RAB4A,-0.0037328637076647015
7866,IFRD2,-0.019600643524853217
25825,BACE2,0.024688283487132038
4067,LYN,0.003774110380364006
51015,ISOC1,0.00428012063443446
5891,MOK,-0.010872771711060946
3300,DNAJB2,-0.018420704656493626
64781,CERK,-0.0030219893851667072
51056,LAP3,-0.002762164474447491
8550,MAPKAPK5,-0.0025397752510617783
50810,HDGFRP3,-0.0076933463756865
23011,RAB21,-0.0036257966866782105
11168,PSIP1,0.015344501187968125
1385,CREB1,0.015222106281528258
10150,MBNL2,0.00669376029014376
29763,PACSIN3,-0.0031180112986144673
9112,MTA1,0.04519834555079327
23499,MACF1,0.02073553969929035
85236,HIST1H2BK,0.007210634167086307
5096,PCCB,-0.017088891342113444
55620,STAP2,-0.006067095430513653
5373,PMM2,-0.008070635099935962
51170,HSD17B11,-0.02202062842712066
54850,FBXL12,0.01783065539907896
80349,WDR61,0.03193257735034114
355,FAS,0.011306909152205804
1062,CENPE,-0.01006281877700106
8804,CREG1,-0.011829902657136631
80758,PRR7,0.01914830567037273
375346,TMEM110,-0.003709443431076078
51385,ZNF589,0.01566936780441569
55748,CNDP2,0.005713993665746941
10318,TNIP1,-0.0020095830111851423
