,pr_gene_symbol,coefficient
54681,P4HTM,0.004262023498000429
7905,REEP5,-0.0020895669552579315
28969,BZW2,-0.0025041848701974276
10668,CGRRF1,-0.011005129836343682
51005,AMDHD2,0.019100317147735593
8800,PEX11A,-0.017897753963231084
54438,GFOD1,0.0066673400389131564
55825,PECR,-0.01049912346852155
8835,SOCS2,-0.014813959070380404
64429,ZDHHC6,-0.00591872993218179
3682,ITGAE,0.02125628482631323
10329,TMEM5,0.01648754114915806
27109,ATP5S,-0.024846746763464583
51335,NGRN,-0.017975375191554628
3202,HOXA5,-0.033162488455074725
2896,GRN,-0.025897488247984764
79902,NUP85,-0.003254932337880504
29083,GTPBP8,0.010551585255317268
5747,PTK2,0.011322820290513916
22905,EPN2,0.011934394144734708
63933,MCUR1,-0.008141027503758572
9847,C2CD5,0.01700004245255406
51021,MRPS16,-0.004250355382297482
8996,NOL3,0.001423769450278494
7376,NR1H2,0.015768591737872987
5357,PLS1,0.0073282563666226515
56940,DUSP22,-7.311364790870914e-05
6195,RPS6KA1,-0.005486599002799454
1633,DCK,-0.00036455146204202477
23321,TRIM2,-0.002191744176993562
51160,VPS28,-0.00995946329246373
55604,LRRC16A,-0.009215231471940264
2063,NR2F6,-0.006388101697476988
54512,EXOSC4,0.0077784519689990655
9124,PDLIM1,-0.008387741391607199
79174,CRELD2,0.007803903708331945
23223,RRP12,0.002666351463059349
39,ACAT2,0.0014655509740919442
57215,THAP11,0.005272015564521746
1052,CEBPD,0.004633833520417044
23139,MAST2,-0.03041507202414244
79947,DHDDS,0.004869660432054896
4616,GADD45B,0.013183933615675358
9710,KIAA0355,0.004813702645699894
6990,DYNLT3,-0.003912359112195677
29082,CHMP4A,-0.004157196821436526
9670,IPO13,-0.0023674294387737342
81533,ITFG1,0.015096078929608878
10525,HYOU1,0.020572459751886873
2353,FOS,0.01655674374564426
57192,MCOLN1,-0.0038309912657791207
3398,ID2,-0.006819125514661114
3775,KCNK1,0.002836622842377764
26064,RAI14,-0.014840699440860562
29103,DNAJC15,-0.00595103319887721
3206,HOXA10,-0.004875192620622175
1500,CTNND1,-0.007636651553231295
7690,ZNF131,-0.0013901279610074116
29911,HOOK2,-0.0029671053347485646
2064,ERBB2,0.008767991787109667
65123,INTS3,0.009537014054196756
5986,RFNG,0.002838158213676405
85377,MICALL1,0.0006879858563927434
9903,KLHL21,0.000839099724805115
7088,TLE1,-0.006828249628299155
22796,COG2,0.006320267176494806
51116,MRPS2,0.005442171449342794
54442,KCTD5,-0.002325165561808495
10695,CNPY3,-0.01584669420522475
102,ADAM10,0.0008578529819545824
965,CD58,0.03576388516688344
3800,KIF5C,-0.00585960214164365
10362,HMG20B,-0.011240807840557974
5300,PIN1,-0.01312376451321073
8270,LAGE3,-0.021203109846119225
27242,TNFRSF21,-0.0014521030836493302
9928,KIF14,0.010158373063753416
1534,CYB561,0.01075405602370019
5654,HTRA1,-0.004803339154602184
10810,WASF3,-0.004437117811536721
7105,TSPAN6,0.03807259551485577
23014,FBXO21,-0.006369081750864616
55012,PPP2R3C,-0.011338481066587774
2887,GRB10,0.007409317593295673
9183,ZW10,-0.022519893036705773
11151,CORO1A,-2.2376372572516767e-05
7511,XPNPEP1,0.02037667202732339
10046,MAMLD1,0.0020502980399692426
1829,DSG2,-0.009467547304140999
11000,SLC27A3,-0.0055836305563531485
976,ADGRE5,-0.023467209027037018
3597,IL13RA1,-0.009553144070688777
178,AGL,0.00287210925211846
2625,GATA3,-0.0005283895882514867
6119,RPA3,0.0010964489510668649
26136,TES,-0.010025517621278448
6697,SPR,0.005472524308755299
5971,RELB,-0.03426692430407818
22934,RPIA,-0.011039405317371308
9289,ADGRG1,-0.015578324077252426
4931,NVL,-0.0024286252174835375
4200,ME2,-0.0019223648019617966
93594,TBC1D31,0.021056721218654168
5982,RFC2,-0.005074295853575725
26520,TIMM9,-0.00974557143919649
4998,ORC1,0.01686129761489804
10038,PARP2,0.011761882986722507
60493,FASTKD5,0.024905532629897708
51495,HACD3,0.0010115882634362504
4482,MSRA,0.013049132384784225
23224,SYNE2,-0.019405203625099888
9690,UBE3C,-0.0011136603227919616
80212,CCDC92,0.017410355834330146
29928,TIMM22,-0.011589118861270876
22809,ATF5,0.014583662566973086
50814,NSDHL,0.006085948127844145
55256,ADI1,-0.008797719218482802
56997,ADCK3,-0.003625212470093033
81544,GDPD5,0.004516785687739214
6894,TARBP1,-0.025572215652029023
64080,RBKS,-0.009602958889383133
55818,KDM3A,-0.0013950757553343374
637,BID,-0.014234624919706425
22823,MTF2,-0.006043351266107495
5287,PIK3C2B,-0.014025316115229473
91137,SLC25A46,-0.0008574124352489384
23097,CDK19,0.009731359333371683
9851,KIAA0753,0.0177070116026692
23522,KAT6B,-0.01489827219866576
1123,CHN1,-0.005041768241594588
5603,MAPK13,0.011697257604458654
51569,UFM1,-0.012584448641487585
55699,IARS2,0.010786454020730902
2624,GATA2,-0.0019783869586889966
8204,NRIP1,0.0025025160936916055
9133,CCNB2,0.008873033149279664
10921,RNPS1,-0.007037515575136876
51742,ARID4B,-0.006080280562648167
2954,GSTZ1,0.016402719932707376
27244,SESN1,-0.008378041662718286
23013,SPEN,0.0021398202496130223
8050,PDHX,-0.015062657960922357
79961,DENND2D,0.005083145894545924
2017,CTTN,0.0024780349210175435
55148,UBR7,-0.004782544352373708
960,CD44,-0.0070920763722996764
10451,VAV3,-0.006580551670920235
57406,ABHD6,-0.006468290131702895
51719,CAB39,-0.006873769910188435
7074,TIAM1,0.009815687875466939
10059,DNM1L,0.007673904462134193
51071,DERA,-0.014683502771134959
5796,PTPRK,-0.017374178676230267
55008,HERC6,-0.015457714711302629
23597,ACOT9,-0.005507291512246099
8869,ST3GAL5,-0.0074746726401582605
8727,CTNNAL1,-0.004829289580349022
63874,ABHD4,-0.0031432846512176957
8821,INPP4B,-0.000672799640889476
57178,ZMIZ1,0.012839237436669149
5468,PPARG,0.010664645871259393
10557,RPP38,-0.0005564575602021311
831,CAST,-0.009765462780456903
9531,BAG3,0.00018418688435213812
2767,GNA11,-0.003064564721168026
1861,TOR1A,-0.00682832697960365
10165,SLC25A13,0.019634046696434815
7106,TSPAN4,-0.00789872168624049
2908,NR3C1,0.0006659485214825035
57761,TRIB3,0.016068838152218577
23338,JADE2,-0.020450105439170564
7852,CXCR4,-0.007464437059195172
55033,FKBP14,-0.014543283744419018
57019,CIAPIN1,-0.0046633037394595974
91949,COG7,-0.014454369988855215
84617,TUBB6,0.017173220361569205
25,ABL1,0.010456185266512373
899,CCNF,0.00944750479427762
79850,FAM57A,0.01791593823158069
51466,EVL,0.003108566119769865
2852,GPER1,-0.0015411771406868074
55837,EAPP,0.015651145660475443
2131,EXT1,-0.010644908521249953
5427,POLE2,0.008561037891314712
25966,C2CD2,-0.0003962515706576741
55608,ANKRD10,-0.0075565773594136595
1662,DDX10,-0.004645820116595214
9702,CEP57,0.010320329920841658
11031,RAB31,-0.0004142156353611328
10057,ABCC5,-0.004089187928253834
5985,RFC5,0.005184181764864939
3280,HES1,-0.007768763181094918
55958,KLHL9,0.004112184258898647
51465,UBE2J1,0.0020983491995356053
2542,SLC37A4,0.016629255872800192
10641,NPRL2,-0.010389353769346125
11137,PWP1,-0.0013385241348063887
9842,PLEKHM1,-0.0015785926394282024
10493,VAT1,-0.0013416282567285428
10112,KIF20A,0.0020144963411587733
1001,CDH3,-0.007389921582145038
23635,SSBP2,-0.007610985117855414
29916,SNX11,0.00010870151327527583
2810,SFN,0.0067275456819878105
5993,RFX5,0.005598801470390421
11142,PKIG,-0.0018945625868816952
79187,FSD1,-0.004145373251312604
51382,ATP6V1D,0.015616075229481016
8318,CDC45,0.017241383516925477
9695,EDEM1,-0.01143394235746458
9712,USP6NL,0.0068695979859413475
64943,NT5DC2,0.018372521517999087
9738,CCP110,0.008307239968136324
6793,STK10,-0.0034008709061642654
7358,UGDH,-0.003624202394102181
58472,SQRDL,-0.006388198980928111
50865,HEBP1,0.010327042461296268
23200,ATP11B,0.0011463542798911199
51293,CD320,0.005162112750343095
10962,MLLT11,0.005065793115799556
10153,CEBPZ,-0.004982394667131535
874,CBR3,-0.01913042710734965
INTERCEPT,-0.559030373690314,-0.559030373690314
