,pr_gene_symbol,coefficient
5096,PCCB,5.351619937401601e-05
55620,STAP2,0.002985043423132667
5373,PMM2,-0.0010321637924385009
51170,HSD17B11,-0.004481895829899988
54850,FBXL12,-0.000585684347975618
80349,WDR61,-0.003306347643545707
355,FAS,-0.0022701686739080235
1062,CENPE,0.001754168682453299
8804,CREG1,-0.0016435117736147554
80758,PRR7,0.0023207729165314276
375346,TMEM110,0.0027307912331189592
51385,ZNF589,-0.0012772922183152727
55748,CNDP2,-0.0005265344413553099
10318,TNIP1,-0.001152458442221041
54681,P4HTM,0.0030472440288454306
7905,REEP5,-0.004875371269857796
28969,BZW2,0.006480639485441064
10668,CGRRF1,-0.0008368945024661828
51005,AMDHD2,0.0019485752917948482
8800,PEX11A,-0.003414025201016213
54438,GFOD1,-0.002103449164862551
55825,PECR,0.00026976929159868443
8835,SOCS2,0.002903935107870413
64429,ZDHHC6,-9.83551703699339e-05
3682,ITGAE,0.002892361912836595
10329,TMEM5,-0.005782540075728232
27109,ATP5S,0.004786820762492535
51335,NGRN,0.003663647121191467
3202,HOXA5,-0.0015069294017142228
2896,GRN,-0.006549987727294547
79902,NUP85,-0.0010653937041162403
29083,GTPBP8,0.003314536105153683
5747,PTK2,-0.003402006059325945
22905,EPN2,0.003526924797334894
63933,MCUR1,-0.00039825279184633127
9847,C2CD5,-0.000375324688052848
51021,MRPS16,-0.0009716021819882307
8996,NOL3,-0.0008716718979381804
7376,NR1H2,0.0023424615040103956
5357,PLS1,-0.003756699718875446
56940,DUSP22,0.0016461772692498984
6195,RPS6KA1,-0.006708940316351982
1633,DCK,0.0030424274371796986
23321,TRIM2,0.005831577007175785
51160,VPS28,0.0014737550023159005
55604,LRRC16A,0.0006440634279136668
2063,NR2F6,0.0008705345644664942
54512,EXOSC4,-0.0002410441881517665
9124,PDLIM1,0.003034017637815749
79174,CRELD2,0.004448587847653954
23223,RRP12,-0.0028651625378001656
39,ACAT2,-0.004205037792893814
57215,THAP11,-0.0031125940871165395
1052,CEBPD,0.003037712276302839
23139,MAST2,0.0022931234615241685
79947,DHDDS,0.004272022537993657
4616,GADD45B,0.0042613518062545675
9710,KIAA0355,-0.0013412803513182996
6990,DYNLT3,-0.0004075383425831021
29082,CHMP4A,0.0024852738075889294
9670,IPO13,0.003984538610708016
81533,ITFG1,0.0013389998237366683
10525,HYOU1,0.003859190969329574
2353,FOS,-0.00133520826519489
57192,MCOLN1,-0.0018163005810979216
3398,ID2,-0.0016896866982152492
3775,KCNK1,0.00033037134447230803
26064,RAI14,0.0011756423915804204
29103,DNAJC15,0.004006423482702354
3206,HOXA10,0.005508301716475859
1500,CTNND1,-0.0018168797737566774
7690,ZNF131,-0.004149129068554242
29911,HOOK2,-0.004599982840744311
2064,ERBB2,0.001395444730820312
65123,INTS3,-0.001103887424221973
5986,RFNG,0.008024754790706688
85377,MICALL1,0.0033600146731313577
9903,KLHL21,-0.0016391980905165352
7088,TLE1,-0.002122232942494901
22796,COG2,0.002511304123977416
51116,MRPS2,-0.0030601637448585163
54442,KCTD5,-0.002336414644842442
10695,CNPY3,0.00032599541506974587
102,ADAM10,-0.0053225971903278985
965,CD58,0.003484357060738666
3800,KIF5C,-0.002259737504688061
10362,HMG20B,-0.0035090896961076164
5300,PIN1,0.0013427378467383787
8270,LAGE3,-0.0011897226893968701
27242,TNFRSF21,-0.00041148729374821676
9928,KIF14,-0.002313953857272541
1534,CYB561,-0.0008446559809679943
5654,HTRA1,-0.00370932883277042
10810,WASF3,0.0011481348438365335
7105,TSPAN6,-0.0007269287840745127
23014,FBXO21,-0.0025745604450447936
55012,PPP2R3C,-0.0008527124614226162
2887,GRB10,-0.002020363886438751
9183,ZW10,0.0015900908742392762
11151,CORO1A,0.009520786709184364
7511,XPNPEP1,-0.00358914764611799
10046,MAMLD1,-0.0010899567366018856
1829,DSG2,0.0037522173462118365
11000,SLC27A3,0.0033310005561079724
976,ADGRE5,-0.0010542118856810415
3597,IL13RA1,0.010957904602249668
178,AGL,-0.0015604643320320422
2625,GATA3,0.0007753901082724698
6119,RPA3,-0.008546717116288467
26136,TES,-0.001973433429619618
6697,SPR,-5.3715774743865805e-05
5971,RELB,0.00115589238361855
22934,RPIA,-0.00026915657371596715
9289,ADGRG1,-0.0022499898408630562
4931,NVL,-0.0030232351898732517
4200,ME2,-0.0023539836316913425
93594,TBC1D31,0.0048971778696272825
5982,RFC2,-0.0013755985592814551
26520,TIMM9,-0.0011198973834008255
4998,ORC1,-0.0024582892059114496
10038,PARP2,-0.0032523049716886077
60493,FASTKD5,0.005744330303674686
51495,HACD3,-0.0012161333644675827
4482,MSRA,-0.003621965641953471
23224,SYNE2,-0.0015402035473061637
9690,UBE3C,0.0014165543490010765
80212,CCDC92,-0.002503951070503689
29928,TIMM22,-0.0008673234701875266
22809,ATF5,0.0008618686120216669
50814,NSDHL,-0.004582152770765442
55256,ADI1,-0.0017214375879532648
56997,ADCK3,-0.001816792484644662
81544,GDPD5,0.001728983856172831
6894,TARBP1,0.00047453094242585033
64080,RBKS,0.0013263476806448513
55818,KDM3A,-0.00011080819539819736
637,BID,-0.00019427725683086338
22823,MTF2,-0.002404031761305269
5287,PIK3C2B,-0.003249337976558561
91137,SLC25A46,0.0006168255703534551
23097,CDK19,-0.001757315606519313
9851,KIAA0753,-0.002486225857224114
23522,KAT6B,0.0034279718460563306
1123,CHN1,0.004828334543242389
5603,MAPK13,-0.0011419361017058582
51569,UFM1,0.003211668819184709
55699,IARS2,0.0014602599561051141
2624,GATA2,-0.0006115366730676171
8204,NRIP1,0.00043112173459220095
9133,CCNB2,0.0013225080501291734
10921,RNPS1,0.005267714290691875
51742,ARID4B,-0.001592321984438741
2954,GSTZ1,-0.0030356755298671457
27244,SESN1,-0.0013119077965835513
23013,SPEN,-0.0009865919665739764
8050,PDHX,-0.0005261696600332974
79961,DENND2D,-0.002487849627518039
2017,CTTN,-0.006353185410208696
55148,UBR7,2.2459074486564645e-05
960,CD44,0.0017380859407929378
10451,VAV3,0.001788151797110637
57406,ABHD6,-0.00465838145507987
51719,CAB39,-0.007256913193009172
7074,TIAM1,-0.0006743272644428639
10059,DNM1L,0.0029200798240902022
51071,DERA,0.0006660848684187772
5796,PTPRK,0.0018806088089178517
55008,HERC6,-0.002036446280460695
23597,ACOT9,0.006085947740655453
8869,ST3GAL5,0.0004215765527696372
8727,CTNNAL1,-0.0034683114693713555
63874,ABHD4,-0.0013531233418009497
8821,INPP4B,-0.0033401471155445955
57178,ZMIZ1,0.00373845347035487
5468,PPARG,-0.00212162671694292
10557,RPP38,0.001306659154922596
831,CAST,-0.001804235092629325
9531,BAG3,-0.006582400837170094
2767,GNA11,-0.006505857695819154
1861,TOR1A,0.0022853947416683704
10165,SLC25A13,0.002475259062391868
7106,TSPAN4,-0.004691630547638075
2908,NR3C1,-0.00025980338341202453
57761,TRIB3,0.00046480650275441005
23338,JADE2,0.0006801201834796066
7852,CXCR4,-0.0006109895137785495
55033,FKBP14,-0.0010051473359584603
57019,CIAPIN1,-0.003301773023880256
91949,COG7,0.003208567627892028
84617,TUBB6,0.000851048755031836
25,ABL1,-0.000885057155016921
899,CCNF,-0.0006985864416101743
79850,FAM57A,-0.0010529657000789279
51466,EVL,0.0013134846187208722
2852,GPER1,-0.00022320525840077208
55837,EAPP,0.002056478443977394
2131,EXT1,-0.00024904905625073464
5427,POLE2,0.0055970877659148955
25966,C2CD2,0.00014657961787231511
55608,ANKRD10,0.002335511540801668
1662,DDX10,-0.0012078590186440931
9702,CEP57,0.005464931215113554
11031,RAB31,-0.002184431901633373
10057,ABCC5,0.00126152665846659
5985,RFC5,0.0012493323450041935
3280,HES1,0.0034573265077726153
55958,KLHL9,-0.001166761788588175
51465,UBE2J1,0.0025791531019766097
2542,SLC37A4,0.002353198224097234
10641,NPRL2,-0.0005233311416933476
11137,PWP1,-0.00270177319336684
9842,PLEKHM1,0.0016760053145542617
10493,VAT1,-0.003656684418660218
10112,KIF20A,-0.001868933726927768
1001,CDH3,-0.004527031843395011
23635,SSBP2,-0.0009166914972565431
29916,SNX11,-0.002733043332976307
2810,SFN,0.002556182115326055
5993,RFX5,-0.004627967370952489
11142,PKIG,-0.006680980049050052
79187,FSD1,0.0006175988687527055
51382,ATP6V1D,0.0007387423974804494
8318,CDC45,-0.0031236914833918457
9695,EDEM1,0.0022631682725777623
9712,USP6NL,-0.0016293652455218488
64943,NT5DC2,0.0029685339572159738
9738,CCP110,-0.0034007542534218063
6793,STK10,-0.00442926605421395
7358,UGDH,-0.0021079977974396307
58472,SQRDL,-2.465295394832661e-06
50865,HEBP1,-0.0026309170338175768
23200,ATP11B,0.0034572950800335726
51293,CD320,-0.002508273401763089
10962,MLLT11,0.0036251776409053703
10153,CEBPZ,0.004637292451446859
874,CBR3,0.004145802491706926
INTERCEPT,0.9308107716622416,0.9308107716622416
