	pert_id	pert_iname	inchi_key_prefix	inchi_key	canonical_smiles	pubchem_cid
13308	BRD-K63175663	BRD-K63175663	IVYWSOWWXLXCLS	IVYWSOWWXLXCLS-UHFFFAOYSA-N	COc1ccc(cc1)C(=O)Nc2cccc(NC(=O)C)c2	669117
13309	BRD-K63178889	BRD-K63178889	VGCKEWCZFDSELD	VGCKEWCZFDSELD-UHFFFAOYSA-N	COc1ccc2Nc3cc(Cl)ccc3Sc2c1	350929
13310	BRD-K63180587	BRD-K63180587	PFQPPSPXSKCUPO	PFQPPSPXSKCUPO-IJEWVQPXSA-N	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)OCc2cnnn2CCCC1=O	44489814
13311	BRD-K63181962	BRD-K63181962	APESWDSLPAGINA	APESWDSLPAGINA-UHFFFAOYSA-N	Cc1cccc(c1)c2ccc3ncnc(NCc4cccnc4)c3c2	44142057
13312	BRD-K63195589	tipifarnib	PLHJCIYEEKOWNM	PLHJCIYEEKOWNM-MHZLTWQESA-N	Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2n(C)c(=O)cc(-c3cccc(Cl)c3)c2c1	9935249
13313	BRD-K63197664	BRD-K63197664	NBIJEXVMYQNMKR	NBIJEXVMYQNMKR-ZBYYUNFXSA-N	Fc1ccc(cc1)C(=O)N1C[C@@H]2N[C@H](C1)[C@@H]2c1ccc(cc1)-c1cccnc1	60185169
13314	BRD-K63199400	BRD-K63199400	ZECMXSZSTQYLBY	ZECMXSZSTQYLBY-FHAGJXEFSA-N	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccncc2)Oc3ncc(cc3C1=O)C4=CCCCC4	54619258
13315	BRD-K63201679	BRD-K63201679	APWUXYFXBMGRIO	APWUXYFXBMGRIO-BNJCFXFUSA-N	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCOc3c2)OCc4ccccc4-c5ccccc5C1=O	54637805
13316	BRD-K63211577	BRD-K63211577	GMPJODBFNFLBBI	GMPJODBFNFLBBI-JGZUXRTRSA-N	C\C=C\c1ccc(cc1)[C@H]1[C@@H](CO)N2[C@H]1CN(CC2=O)S(=O)(=O)c1ccccc1	60189623
13317	BRD-K63211622	BRD-K63211622	XDPGLRIFEVLTPI	XDPGLRIFEVLTPI-NBHGPNQESA-N	COc1ccccc1NC(=O)N[C@H]1CC[C@@H](CCNS(=O)(=O)c2ccccc2)O[C@@H]1CO	54638975
13318	BRD-K63216438	BRD-K63216438	UIWWHFNWICLZIF	UIWWHFNWICLZIF-SEPYTNNBSA-N	CO[C@H](CN(C)Cc1cc(F)ccc1F)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(Cl)cc1	54649100
13319	BRD-K63220166	BRD-K63220166	GGOHFJAXUJJYNI	GGOHFJAXUJJYNI-UHFFFAOYSA-N	Cc1ccc2n(CCN3CCOCC3)c4nc5ccccc5nc4c2c1	976690
13320	BRD-K63227090	BRD-K63227090	CYCCLRLTJGJAOG	CYCCLRLTJGJAOG-QFZRFWILSA-N	COc1ccccc1-c1ccc2N[C@H](CO)[C@H]3CCN([C@H]3c2c1)C(=O)C1CCCCC1	54664871
13321	BRD-K63230271	SA-427730	DOZQSLAGUPOFBJ	DOZQSLAGUPOFBJ-ZGQJUUMOSA-N	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCCC2)OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4cccs4)cc3C1=O	54615594
13322	BRD-K63233328	BRD-K63233328	PHBUKTREHITDBU	PHBUKTREHITDBU-NOGZMFEUSA-N	OC[C@H]1O[C@H](CC(=O)NCCN2CCCCC2)C[C@H]3[C@@H]1Oc4ccc(NS(=O)(=O)c5ccc(F)cc5)cc34	54645923
13323	BRD-K63239300	BRD-K63239300	LORWWPLQPMGJSR	LORWWPLQPMGJSR-UHFFFAOYSA-N	CC(C)Oc1ccc(cc1)-c1csc(n1)N1CCC(CC1)C(N)=O	46907689
13324	BRD-K63242551	cefadroxil	BOEGTKLJZSQCCD	BOEGTKLJZSQCCD-UEKVPHQBSA-N	CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O	47965
13325	BRD-K63245238	BRD-K63245238	QAUPPVKWEBNZGM	QAUPPVKWEBNZGM-UHFFFAOYSA-N	CCOC(=O)c1c(NC(=S)NC(=O)c2ccc(OC)c(c2)[N+](=O)[O-])sc3CCCc13	1797892
13326	BRD-K63250790	BRD-K63250790	MUVVKOMLIFNIHE	MUVVKOMLIFNIHE-DLBZAZTESA-N	OC[C@H]1[C@@H](c2ccccc2)C2(CN(CCC(F)(F)F)C2)N1C(=O)C1CCC1	60191601
13327	BRD-K63261117	BRD-K63261117	ZCUGYRQXJWLUBG	ZCUGYRQXJWLUBG-AREMUKBSSA-N	COc1ccc2c3c([C@@H](CO)NC[C@]33CCN(Cc4ccc(cc4)-c4ccccn4)CC3)n(C)c2c1	60187613
13328	BRD-K63263229	BRD-K63263229	PNYYFPKFZGOVKX	PNYYFPKFZGOVKX-CDNUTCOBSA-N	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCCCC(=O)Nc3ccccc3N)cc2C1=O	49842947
13329	BRD-K63265447	docetaxel	ZDZOTLJHXYCWBA	ZDZOTLJHXYCWBA-VJAAGMARSA-N	CC(=O)O[C@]12CO[C@@H]2C[C@H](O)[C@]3(C)[C@@H]1[C@H](OC(=O)c4ccccc4)[C@@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C	11970251
13330	BRD-K63269129	BRD-K63269129	XDPGLRIFEVLTPI	XDPGLRIFEVLTPI-LRQRDZAKSA-N	COc1ccccc1NC(=O)N[C@H]1CC[C@@H](CCNS(=O)(=O)c2ccccc2)O[C@H]1CO	54638979
13331	BRD-K63270290	BRD-K63270290	NCINSYYDRJCYKJ	NCINSYYDRJCYKJ-ZGXWSNOMSA-N	O[C@@H]1COC[C@H]2O[C@@H](CC(=O)NCC3CC3)CC[C@@H]2N(CC2CCOCC2)C1	54658005
13332	BRD-K63270352	BRD-K63270352	MEJUTVOAQGGYHA	MEJUTVOAQGGYHA-MZKRTTBSSA-N	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(C)c2)OCc3cn(CCCC1=O)nn3	44505228
13333	BRD-K63279176	BRD-K63279176	KNLROJRONDBMAV	KNLROJRONDBMAV-YVHKJVDXSA-N	CO[C@@H](CN(C)S(=O)(=O)c1ccc(F)cc1)[C@H](C)CN([C@H](C)CO)S(=O)(=O)c1cccc(Cl)c1	54649223
13334	BRD-K63285694	BRD-K63285694	OLUPXTRBOWIZHH	OLUPXTRBOWIZHH-KPFFTGBYSA-N	COc1ccccc1NC(=O)N[C@H]1CC[C@H](CCn2cc(nn2)C2(O)CCCC2)O[C@H]1CO	54638861
13335	BRD-K63301075	BRD-K63301075	IQHJIJSRQPJLPZ	IQHJIJSRQPJLPZ-IPJJNNNSSA-N	COc1ccccc1-c1ccc(cc1)[C@@H]1[C@H](CO)N([C@H]1C#N)C(=O)CN(C)C	54649989
13336	BRD-K63303938	BRD-K63303938	YZYJXWPDYMJSBS	YZYJXWPDYMJSBS-BJKOFHAPSA-N	OC[C@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)NC2CCCCC2)N1S(=O)(=O)Cc1ccccc1	60191853
13337	BRD-K63305270	BRD-K63305270	NSZKTJJQZYFHQH	NSZKTJJQZYFHQH-CMKODMSKSA-N	COCC(=O)N1[C@@H](CO)[C@@H]([C@@H]1C#N)c1ccc(cc1)C1=CCCCC1	54650998
13338	BRD-K63308290	BRD-K63308290	KVAULTFFBLIHRT	KVAULTFFBLIHRT-UHFFFAOYSA-N	Cc1cc(C)nc(NC(=S)N2CCN(CC2)c2ncc(cc2Cl)C(F)(F)F)c1	60138120
13339	BRD-K63325940	BRD-K63325940	PDVFRLLRNBRKOI	PDVFRLLRNBRKOI-DZQCNVRRSA-N	C\C=C\c1ccc(cc1)[C@@H]1[C@@H]2CNC[C@H]1N2C(=O)Nc1ccccc1Cl	60184861
13340	BRD-K63326650	KU-C104223	HEAWNHITCACTBT	HEAWNHITCACTBT-UHFFFAOYSA-N	Clc1ccc(NC(=O)Cn2sc3ccccc3c2=O)cc1	44623837
13341	BRD-K63336416	BRD-K63336416	SNGIXDWGPLKZOT	SNGIXDWGPLKZOT-DDMNXORRSA-N	C[C@H](NC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)c4cccnc4)cc23)[C@@H](CO)O1)c5ccccc5	54646641
13342	BRD-K63337793	BRD-K63337793	RVSYYJUWHXUHRD	RVSYYJUWHXUHRD-KVSKMBFKSA-N	CCS(=O)(=O)Nc1ccc2OC[C@H]3O[C@H](CC(=O)NCCOC)CC[C@H]3N(C)C(=O)c2c1	54654395
13343	BRD-K63343048	orlistat	AHLBNYSZXLDEJQ	AHLBNYSZXLDEJQ-FWEHEUNISA-N	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	3034010
13344	BRD-K63345683	BRD-K63345683	KJZOGGIMPWHLRO	KJZOGGIMPWHLRO-UDCNLSRBSA-N	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ncc(cc3C1=O)c4ccc(C#N)cc4	54618117
13345	BRD-K63350243	BRD-K63350243	MNQANISLFLTXTK	MNQANISLFLTXTK-UHFFFAOYSA-N	Fc1ccc2n(Cc3ccccc3)c4nc(SCCN5CCOCC5)nnc4c2c1	2989846
13346	BRD-K63366453	BRD-K63366453	QUVWWXZLNVGVGD	QUVWWXZLNVGVGD-MCFFVMPBSA-N	COCC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cc(NC(=O)c3cc(C)on3)ccc2OC[C@H]1C)OC	54632217
13347	BRD-K63366817	BRD-K63366817	MSNHHRRUCLPTHC	MSNHHRRUCLPTHC-RBSFLKMASA-N	OC[C@H]1O[C@@H](CC(=O)NCC2CC2)CC[C@H]1NC(=O)C1CCC1	54639012
13348	BRD-K63368502	BRD-K63368502	RUOZLMFIBHXSJW	RUOZLMFIBHXSJW-CJYOKPGZSA-N	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O	44485319
13349	BRD-K63374765	BRD-K63374765	SEESJXJXYIRQQP	SEESJXJXYIRQQP-QHKNHCAJSA-N	CC(C)(C)[S@@](=O)N1Cc2cc(nc(c2[C@H]1CCO)-c1cccc(c1)-c1ccc(cc1)C#N)C(=O)NCCc1ccncc1	54649363
13350	BRD-K63375110	BRD-K63375110	TXGYYWCQXDVHML	TXGYYWCQXDVHML-MEYXWREJSA-N	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3C1=O	44486621
13351	BRD-K63376220	BRD-K63376220	YJKUDHPPBXQQCK	YJKUDHPPBXQQCK-LZLYRXPVSA-N	COc1ccccc1CNC(=O)C[C@H]1O[C@H](CO)[C@H](NC(=O)CN(C)C)C=C1	54638431
13352	BRD-K63383460	BRD-K63383460	YVJGPPMIPDJUMP	YVJGPPMIPDJUMP-LIHQSLCGSA-N	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccccc4)cc3C1=O	44487464
13353	BRD-K63385089	SA-85764	BPRBOEBHCISTIC	BPRBOEBHCISTIC-NCXXJVAISA-N	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)CCN5CCOCC5)cc4C1=O	44484010
13354	BRD-K63388446	BRD-K63388446	BPHDJJLUUFUQJF	BPHDJJLUUFUQJF-BUEREQSYSA-N	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc3ccc(NC(=O)C4CCCCC4)cc3C1=O	44488301
13355	BRD-K63399564	BRD-K63399564	HPXQJKADXJMKNX	HPXQJKADXJMKNX-UTKFAANNSA-N	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O	44491148
13356	BRD-K63403474	BRD-K63403474	XOJAHRJNCMVABE	XOJAHRJNCMVABE-GQIGUUNPSA-N	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)CC(F)(F)F)ccc2OC[C@H](C)N(C[C@H]1C)C(=O)NC(C)C	54632022
13357	BRD-K63406313	BRD-K63406313	JEPVQKOMBMDDOB	JEPVQKOMBMDDOB-BVFVYWQFSA-N	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)c4ccccc4F	54618725
13358	BRD-K63406873	BRD-K63406873	OTRZZVMKCVISTM	OTRZZVMKCVISTM-HOZJOUCCSA-N	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)Oc3ccc(NC(=O)C4CC4)cc3C1=O	44490694
13359	BRD-K63415335	BRD-K63415335	AMMFZKQUXZGGMQ	AMMFZKQUXZGGMQ-KYTVRQNUSA-N	CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@@H](C)N(Cc2cncnc2)C[C@H]1C	54631419
13360	BRD-K63423329	BRD-K63423329	ORVIWTYNJHNTDZ	ORVIWTYNJHNTDZ-CIQFPYSWSA-N	OC[C@H]1[C@H]([C@H]2CN(Cc3cccnc3)CCCCN12)c1ccc(\C=C\c2ccccc2)cc1	54666687
13361	BRD-K63424643	BRD-K63424643	HAVPCKYPPPKWEI	HAVPCKYPPPKWEI-IOKPGSKQSA-N	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45	54637688
13362	BRD-K63425657	BRD-K63425657	LOVMOOUQHWMIHZ	LOVMOOUQHWMIHZ-RZNTYIFUSA-N	COc1cc(/C=C/2\Oc3cc(O)cc(O)c3C2=O)cc(OC)c1O	6476406
13363	BRD-K63428678	BRD-K63428678	SWOCEPZEXMNKQZ	SWOCEPZEXMNKQZ-DFICYWPVSA-N	OC[C@H]1O[C@@H](CC(=O)NCCN2CCCCC2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)c5cccnc5)cc34	54646746
13364	BRD-K63430059	methoxsalen	QXKHYNVANLEOEG	QXKHYNVANLEOEG-UHFFFAOYSA-N	COc1c2occc2cc2ccc(=O)oc12	-666
13365	BRD-K63431240	BRD-K63431240	OYKBHWDUAQJSNT	OYKBHWDUAQJSNT-YHGPEZAFSA-N	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCOc3c2)Oc4cc(C#Cc5ccncc5)ccc4S1(=O)=O	54618771
13366	BRD-K63435201	BRD-K63435201	LURAPRBVZDLHCY	LURAPRBVZDLHCY-FQCQXKDLSA-N	C[C@H](NC(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(cccc3=O)[C@H]2N1S(C)(=O)=O)c1ccccc1	54660972
13367	BRD-K63435718	BRD-K63435718	CUCZIJHOBJDKMN	CUCZIJHOBJDKMN-JKSBSHDWSA-N	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C)Oc2ccc(NC(=O)Nc3ccccc3)cc2C1=O	44491171
13368	BRD-K63442512	BRD-K63442512	HVZAAXCGJPPTNA	HVZAAXCGJPPTNA-YPCDYVTLSA-N	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)Oc3ccc(NC(=O)CCCN(C)C)cc3C1=O	44493722
13369	BRD-K63446165	BRD-K63446165	HKSWFDSECWATDS	HKSWFDSECWATDS-MJQDCWMNSA-N	COCC(=O)N(C[C@@H]1[C@H]([C@H](CO)N1C(C)=O)c1ccc(cc1)\C=C\C)C(C)C	54651453
13370	BRD-K63448182	BRD-K63448182	NAXOUWLFRBOFLI	NAXOUWLFRBOFLI-OWOAZTCBSA-N	COc1ccccc1c2ccc3c(O[C@H](CN(C)S(=O)(=O)c4ccc(F)cc4)[C@@H](C)CN([C@@H](C)CO)S3(=O)=O)c2	54618880
13371	BRD-K63455741	BRD-K63455741	TXADMCPTZYKUFW	TXADMCPTZYKUFW-QWFCFKBJSA-N	CC(C)N(C[C@H]1N[C@H](CO)[C@@H]1c1ccccc1)C(=O)CN1CCOCC1	54651209
13372	BRD-K63458711	BRD-K63458711	REUNTGUOEHKOBZ	REUNTGUOEHKOBZ-SVMVAKDDSA-N	CCCC(=O)Nc1ccc2c(OC[C@@H](C)N(C[C@H](C)[C@H](CN(C)C2=O)OC)C(=O)CN(C)C)c1	54631665
13373	BRD-K63460351	toremifene	XFCLJVABOIYOMF	XFCLJVABOIYOMF-UHFFFAOYSA-N	CN(C)CCOc1ccc(cc1)C(=C(CCCl)c1ccccc1)c1ccccc1	6536897
13374	BRD-K63473855	BRD-K63473855	BKRQCUCZQROLSQ	BKRQCUCZQROLSQ-YZZKKUAISA-N	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCCOc3c2)OCc4cn(CCCC1=O)nn4	44505862
13375	BRD-K63476888	BRD-K63476888	BFTPGHPTOTYTCQ	BFTPGHPTOTYTCQ-HEGQMBHGSA-N	C[C@@H](O)C#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(CC3CCOCC3)C[C@@H]12	54669269
13376	BRD-K63484613	BRD-K63484613	DYLUPURRUAZIFP	DYLUPURRUAZIFP-YRNRMSPPSA-N	COc1ccc(NC(=O)N(C)C[C@@H]2Oc3ncccc3C(=O)N(C[C@@H]2C)[C@H](C)CO)cc1	54618312
13377	BRD-K63484733	BRD-K63484733	VNTQRTFIXZLISU	VNTQRTFIXZLISU-LZJOCLMNSA-N	CCCNC(=O)Nc1ccc2c(OC[C@@H](C)N(CCC(F)(F)F)C[C@@H](C)[C@H](CN(C)C2=O)OC)c1	54631783
13378	BRD-K63488275	CS-2092524	NATNBAQTCHTIFV	NATNBAQTCHTIFV-UHFFFAOYSA-N	O=C(Nc1ccc2[nH]ccc2c1)c3cccs3	2814135
13379	BRD-K63494246	BRD-K63494246	QNPXTRYBNJAKIP	QNPXTRYBNJAKIP-JGZRHYTASA-N	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)[C@H]2CCCN2C)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45	54637682
13380	BRD-K63504947	semaxanib	WUWDLXZGHZSWQZ	WUWDLXZGHZSWQZ-WQLSENKSSA-N	Cc1cc(C)c(\C=C2/C(=O)Nc3ccccc23)[nH]1	5329098
13381	BRD-K63511615	SJB-AF-2	WLHWOEPDMHMNLY	WLHWOEPDMHMNLY-UHFFFAOYSA-N	Clc1cccc(c1)C(=O)N1CCN(CC1)c1ccnc2cc(Cl)ccc12	1505784
13382	BRD-K63513868	BRD-K63513868	VWKSSDHHKFBLKY	VWKSSDHHKFBLKY-UHFFFAOYSA-N	Cc1cccn2cc(COc3ccc(cc3)c4ccccc4)nc12	1523656
13383	BRD-K63516691	T-0156	JEMJAABFSYOLAP	JEMJAABFSYOLAP-UHFFFAOYSA-N	COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1	5368
13384	BRD-K63521250	BRD-K63521250	RKRNHXQJFJMDQI	RKRNHXQJFJMDQI-TVYQXRCNSA-N	COCCNC(=O)c1cc2CN([C@@H](CCO)c2c(n1)-c1cccc(c1)C1=CCCC1)[S@@](=O)C(C)(C)C	54649342
13385	BRD-K63521663	BRD-K63521663	ZACPEVQRHPQJRQ	ZACPEVQRHPQJRQ-MMVPYHRJSA-N	COc1cccc(c1)-c1cccc(c1)-c1nc(cc2CN([C@H](CCO)c12)[S@](=O)C(C)(C)C)C(=O)NCC(F)(F)F	54649453
13386	BRD-K63523728	BRD-K63523728	FSAONXZLMNAVLZ	FSAONXZLMNAVLZ-GKYRZQBGSA-N	COc1ccccc1CNC(=O)C[C@H]2C[C@H]3[C@H](Oc4ccc(NC(=O)C5CCOCC5)cc34)[C@@H](CO)O2	54646178
13387	BRD-K63531989	BRD-K63531989	LRDWIZFOJOHHOT	LRDWIZFOJOHHOT-XPGWFJOJSA-N	OC[C@@H]1O[C@@H](CC(=O)NCc2ccc(Cl)c(Cl)c2)C=C[C@@H]1NS(=O)(=O)c1ccccc1	54638639
13388	BRD-K63532493	BRD-K63532493	UWGYAIIPASVTSB	UWGYAIIPASVTSB-KEZOAJOQSA-N	O[C@@H]1COC[C@@H]2O[C@@H](CC(=O)NCC3CCCCC3)CC[C@H]2N(Cc2cccc(Cl)c2)C1	54657944
13389	BRD-K63533170	AM-630	JHOTYHDSLIUKCJ	JHOTYHDSLIUKCJ-UHFFFAOYSA-N	COc1ccc(cc1)C(=O)c1c(C)n(CCN2CCOCC2)c2cc(I)ccc12	-666
13390	BRD-K63539924	BRD-K63539924	ZMBSZSRZHSICHB	ZMBSZSRZHSICHB-MPCDZSKCSA-N	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2ccccn2)Oc3ncc(cc3C1=O)c4ccc(F)cc4	54618651
13391	BRD-K63549648	BRD-K63549648	VHWXMQJGUQQSOO	VHWXMQJGUQQSOO-DITALETJSA-N	COc1ccc(CCNC(=O)[C@]2(C)[C@@H](N(C(=O)c3ccccc32)c4ccc(C)cn4)c5ccc(CO)cc5)cc1	23863791
13392	BRD-K63550407	erythromycin	ULGZDMOVFRHVEP	ULGZDMOVFRHVEP-RWJQBGPGSA-N	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O	12560
13393	BRD-K63550534	BRD-K63550534	VKJPUPMRCWBZLR	VKJPUPMRCWBZLR-JYRVWZFOSA-N	OC(=O)CN1C(=O)N/C(=C\c2cccn2c3ccc(cc3)P(=O)(O)O)/C1=O	44142042
13394	BRD-K63559825	BRD-K63559825	QFILVVKSXIQKON	QFILVVKSXIQKON-NJDAHSKKSA-N	COCCN(C[C@@H]1[C@H]([C@@H](CO)N1C(C)=O)c1ccccc1)C(=O)c1cccnc1	54651370
13395	BRD-K63565086	BRD-K63565086	SLWSIWLTTNIUPG	SLWSIWLTTNIUPG-OAQYLSRUSA-N	CCS(=O)(=O)N1C[C@@]2(C1)CN([C@H](CO)c1[nH]c3cc(OC)ccc3c21)S(=O)(=O)c1cccc(OC)c1	60189738
13396	BRD-K63569039	BRD-K63569039	LFOQBXJAFVJUTK	LFOQBXJAFVJUTK-UHFFFAOYSA-N	COc1cccc(c1)c2ccc3ncnc(NCc4cccnc4)c3c2	3235086
13397	BRD-K63585449	BRD-K63585449	OQZDFPDHTDCUCP	OQZDFPDHTDCUCP-YXOQKGKWSA-N	COc1ccc(NC(=O)Nc2ccc3O[C@H]4[C@H](C[C@@H](CC(=O)N5CCN(C)CC5)O[C@H]4CO)c3c2)cc1	54646349
13398	BRD-K63587518	BRD-K63587518	AVGHWDMNPUHFBQ	AVGHWDMNPUHFBQ-UHFFFAOYSA-N	COc1ccc(cc1)S(=O)(=O)N(C)CC(=O)O	362743
13399	BRD-K63591202	BRD-K63591202	UPHSEAQPRHOHRJ	UPHSEAQPRHOHRJ-UMTXDNHDSA-N	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CCN(C)C)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34	54638018
13400	BRD-K63596086	BRD-K63596086	SPSBXYBSNHZJTP	SPSBXYBSNHZJTP-LJQANCHMSA-N	COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(CC1CCCC1)C[C@]31CN(C)C1	60190152
13401	BRD-K63602071	BRD-K63602071	HYQMBLXITOJPAN	HYQMBLXITOJPAN-HFFYFMGZSA-N	OC[C@@H]1O[C@H](CC(=O)NCc2ccccc2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)Nc5ccccc5)cc34	54645983
13402	BRD-K63606607	bufalin	QEEBRPGZBVVINN	QEEBRPGZBVVINN-BMPKRDENSA-N	C[C@@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@@]43C)[C@@]2(O)CC[C@@H]1c5ccc(=O)oc5	9547215
13403	BRD-K63607326	BRD-K63607326	YDHXSWOLXDIZHC	YDHXSWOLXDIZHC-PQRDQUNWSA-N	CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@H]1O2)C#N)OC	54649524
13404	BRD-K63614890	BRD-K63614890	XSUKZVLFZXUSSS	XSUKZVLFZXUSSS-UNCTUWKVSA-N	CC(C)CC#Cc1ccc(cc1)[C@H]1[C@H](CO)N2CCCCN(C[C@@H]12)C(=O)Cc1ccccn1	54666492
13405	BRD-K63618292	BRD-K63618292	WMHOVAQHNBVIPJ	WMHOVAQHNBVIPJ-WDSOQIARSA-N	OC[C@@H]1O[C@H](CCNS(=O)(=O)c2ccccc2Cl)CC[C@@H]1NC(=O)Cc1cccnc1	54638310
13406	BRD-K63628486	BRD-K63628486	JIIQCTZKSPLLJR	JIIQCTZKSPLLJR-SONWIMMPSA-N	COc1ccc(cc1)C#Cc1ccc(cc1)[C@H]1[C@H](CO)N2[C@H]1CN(CC2=O)C(=O)NC(C)C	60191449
13407	BRD-K63630713	etacrynic-acid	AVOLMBLBETYQHX	AVOLMBLBETYQHX-UHFFFAOYSA-N	CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl	-666
13408	BRD-K63631822	BRD-K63631822	WVFRUYXRTWIHMU	WVFRUYXRTWIHMU-GTEDWBNGSA-N	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)N[C@H](C)c2ccccc2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45	54637970
13409	BRD-K63641886	cefuroxime	JFPVXVDWJQMJEE	JFPVXVDWJQMJEE-SWWZKJRFSA-N	CO/N=C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)\c3ccco3	5361202
13410	BRD-K63651474	BRD-K63651474	XXZJPGUPXRETOH	XXZJPGUPXRETOH-PHVLTXCSSA-N	CO[C@@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3cccc(F)c3)ccc2OC[C@H](C)N(C[C@H]1C)C(=O)Cc1cccnc1	54632068
13411	BRD-K63662683	BRD-K63662683	WXXNLXSQNLZKLN	WXXNLXSQNLZKLN-YTFSRNRJSA-N	CCCNC(=O)N1[C@H](CO)[C@@H]([C@@H]1CNC(C)C)c1ccc(cc1)C1=CCCCC1	60182656
13412	BRD-K63667213	SA-1919584	WYTFSBUXHVGTCT	WYTFSBUXHVGTCT-YCVJPRETSA-N	COc1ccccc1NC(=O)N1CCCCN2[C@@H](CO)[C@H]([C@@H]2C1)c1ccc(cc1)-c1cccc(c1)C#N	54666568
