	pert_id	pert_iname	inchi_key_prefix	inchi_key	canonical_smiles	pubchem_cid
0	BRD-A00100033	nifurtimox	ARFHIAQFJWUCFH	ARFHIAQFJWUCFH-UHFFFAOYSA-N	CC1CS(=O)(=O)CCN1N=Cc1ccc(o1)[N+]([O-])=O	6842999
1	BRD-A00150179	5-hydroxytryptophan	QSHLMQDRPXXYEE	QSHLMQDRPXXYEE-UHFFFAOYSA-N	NC(Cc1c[nH]c2cccc(O)c12)C(O)=O	589768
2	BRD-A00267231	hemado	KOCIMZNSNPOGOP	KOCIMZNSNPOGOP-UHFFFAOYSA-N	CCCCC#Cc1nc(NC)c2ncn(C3OC(CO)C(O)C3O)c2n1	4043357
3	BRD-A00420644	SA-3676	ASCBUEVCEVGOFP	ASCBUEVCEVGOFP-UHFFFAOYSA-N	CCN1C2C(C(=NC2Nc3ccccc13)OC)c4ccccc4	2853908
4	BRD-A00474148	BRD-A00474148	RCGAUPRLRFZAMS	RCGAUPRLRFZAMS-UHFFFAOYSA-N	Oc1ccc(cc1)N1CCN(CC1)[S+]([O-])(=O)c1ccc2NC(=O)Cc2c1	44825297
5	BRD-A00520476	AF-DX-116	UBRKDAVQCKZSPO	UBRKDAVQCKZSPO-UHFFFAOYSA-N	CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc12	107867
6	BRD-A00546892	biperiden	YSXKPIUOCJLQIE	YSXKPIUOCJLQIE-UHFFFAOYSA-N	OC(CCN1CCCCC1)(C1CC2CC1C=C2)c1ccccc1	-666
7	BRD-A00626522	BRD-A00626522	JESWDHXLYTYZAC	JESWDHXLYTYZAC-UHFFFAOYSA-N	COc1ccc(cc1)C(CC(=O)N2CCCC(C)C2)c3c(O)cc(OC)cc3OC	16746329
8	BRD-A00758722	noretynodrel	ICTXHFFSOAJUMG	ICTXHFFSOAJUMG-OQPPHWFISA-N	C[C@]12CCC3C(CCC4=C3CCC(=O)C4)C1CC[C@@]2(O)C#C	5702095
9	BRD-A00763758	BRD-A00763758	MASIPYZIHWNUPA	MASIPYZIHWNUPA-UHFFFAOYSA-N	COc1cc(ccc1O)C(O)C(C)N	43209100
10	BRD-A00827783	dyphylline	KSCFJBIXMNOVSH	KSCFJBIXMNOVSH-UHFFFAOYSA-N	Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O	3182
11	BRD-A00993607	alprenolol	PAZJSJFMUHDSTF	PAZJSJFMUHDSTF-UHFFFAOYSA-N	CC(C)NCC(O)COc1ccccc1CC=C	-666
12	BRD-A01078468	hexestrol	PBBGSZCBWVPOOL	PBBGSZCBWVPOOL-UHFFFAOYSA-N	CCC(C(CC)c1ccc(O)cc1)c1ccc(O)cc1	3606
13	BRD-A01145011	zebularine	RPQZTTQVRYEKCR	RPQZTTQVRYEKCR-JJFBUQMESA-N	OC[C@H]1O[C@H](C(O)[C@H]1O)n1cccnc1=O	46783268
14	BRD-A01295252	7-hydroxy-PIPAT	RTMIJLQPWFKAFE	RTMIJLQPWFKAFE-FPYGCLRLSA-N	CCCN(C\C=C\I)C1CCc2ccc(O)cc2C1	6305587
15	BRD-A01317026	7,8-dihydro-L-biopterin	FEMXZDUTFRTWPE	FEMXZDUTFRTWPE-YRAGUDHZSA-N	CC(O)[C@H](O)C1=Nc2c(NC1)nc(N)[nH]c2=O	71684472
16	BRD-A01320529	salmeterol	GIIZNNXWQWCKIB	GIIZNNXWQWCKIB-UHFFFAOYSA-N	OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc1ccccc1	5152
17	BRD-A01346607	flumetasone	WXURHACBFYSXBI	WXURHACBFYSXBI-DRBBXQFKSA-N	C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	5702178
18	BRD-A01593789	chlormadinone-acetate	QMBJSIBWORFWQT	QMBJSIBWORFWQT-GDMUWPLKSA-N	CC(=O)O[C@@]1(CCC2C3C=C(Cl)C4=CC(=O)CC[C@]4(C)C3CC[C@@]21C)C(=O)C	-666
19	BRD-A01636364	bupivacaine	LEBVLXFERQHONN	LEBVLXFERQHONN-UHFFFAOYSA-N	CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	2474
20	BRD-A01643550	prednisolone-acetate	LRJOMUJRLNCICJ	LRJOMUJRLNCICJ-AUGMLKDDSA-N	CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3[C@@H](O)C[C@]12C	-666
21	BRD-A01787639	naftopidil	HRRBJVNMSRJFHQ	HRRBJVNMSRJFHQ-UHFFFAOYSA-N	COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1	4418
22	BRD-A01826957	xanthinol	DSFGXPJYDCSWTA	DSFGXPJYDCSWTA-UHFFFAOYSA-N	CN(CCO)CC(O)Cn1cnc2n(C)c(=O)n(C)c(=O)c12	9912
23	BRD-A01960364	BRD-A01960364	WJQMZXHQQRBUBD	WJQMZXHQQRBUBD-UHFFFAOYSA-N	COc1ccc(cc1)C2C(C(=O)O)c3ccccc3C(=O)N2Cc4ccc(Cl)cc4	2826386
24	BRD-A01973626	BRD-A01973626	FSKZSCFSPFWKPI	FSKZSCFSPFWKPI-UHFFFAOYSA-N	CCC(=O)NC(c1ccco1)c1cc(Br)c2cccnc2c1O	44460172
25	BRD-A01999384	BRD-A01999384	CLVUZWSRQXKIEX	CLVUZWSRQXKIEX-UHFFFAOYSA-N	COc1ccc(cc1OC2CCOC2)C3=Nn4c(nnc4SC3)c5ccccc5C(F)(F)F	44142102
26	BRD-A02006392	nitrendipine	PVHUJELLJLJGLN	PVHUJELLJLJGLN-UHFFFAOYSA-N	CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC	-666
27	BRD-A02176148	tubaic-acid	CMXGHLJKXLIMAQ	CMXGHLJKXLIMAQ-UHFFFAOYSA-N	CC(=C)C1Cc2c(O1)ccc(C(=O)O)c2O	3919910
28	BRD-A02180903	betamethasone	UREBDLICKHMUKA	UREBDLICKHMUKA-REKGUKDCSA-N	C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	-666
29	BRD-A02189320	met-leu-phe	CHDYFPCQVUOJEB	CHDYFPCQVUOJEB-UHFFFAOYSA-N	CSCCC(N)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O	-666
30	BRD-A02198599	EMF-sumo1-9	BFQJGJYTDOYXDQ	BFQJGJYTDOYXDQ-UHFFFAOYSA-N	CC1CC(C)(C)N2C(=O)C3(Nc4ccccc4S3)c5cccc1c25	4898145
31	BRD-A02241946	BRD-A02241946	JSCKNKLLUFQKEX	JSCKNKLLUFQKEX-UHFFFAOYSA-N	CC(O)c1cc2n(C)c3c(=O)n(Cc4ccccc4F)ncc3c2s1	25243794
32	BRD-A02333338	cyclopamine	QASFUMOKHFSJGL	QASFUMOKHFSJGL-ACLNMQFHSA-N	CC1C2NC[C@@H](C)C[C@H]2O[C@@]31CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C	44118238
33	BRD-A02367930	ethinyl-estradiol	BFPYWIDHMRZLRN	BFPYWIDHMRZLRN-OQPPHWFISA-N	C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@]2(O)C#C	-666
34	BRD-A02481876	importazole	HKGJEZIGDHFJFL	HKGJEZIGDHFJFL-UHFFFAOYSA-N	CC(Nc1nc(nc2ccccc12)N3CCCC3)c4ccccc4	2949965
35	BRD-A02579693	etoposide	DOXHGVQIEQIIIV	DOXHGVQIEQIIIV-UHFFFAOYSA-N	COc1cc(cc(OC)c1O)C1C2C(COC2=O)C(OC2OC3COC(C)OC3C(O)C2O)C2C1=CC1=C2OCO1	73707602
36	BRD-A02710418	meptazinol	JLICHNCFTLFZJN	JLICHNCFTLFZJN-UHFFFAOYSA-N	CCC1(CCCCN(C)C1)c1cccc(O)c1	41049
37	BRD-A02713983	dihydrodeoxygedunin	QDBAUJQKYJXHPB	QDBAUJQKYJXHPB-OMRKLITNSA-N	CC(=O)O[C@@H]1CC2C(C)(C)C(=O)CC[C@]2(C)C3CC[C@@]4(C)[C@@H](OC(=O)C=C4[C@]13C)c5ccoc5	-666
38	BRD-A02726762	BRD-A02726762	JIACUDNUQKRFPQ	JIACUDNUQKRFPQ-JDHTZGSBSA-N	COc1ccc(cc1)C#Cc1ccc2N(C)[C@@H](CO)[C@@H]3CCN([C@@H]3c2c1)S(=O)(=O)C1=NC(C)C=N1	54664935
39	BRD-A02747686	BRD-A02747686	MDQJPRMMNJMTSA	MDQJPRMMNJMTSA-UHFFFAOYSA-N	CNC(C)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NNc1ccccc1	46948706
40	BRD-A02759312	betaxolol	NWIUTZDMDHAVTP	NWIUTZDMDHAVTP-UHFFFAOYSA-N	CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1	-666
41	BRD-A02809788	ARG-TC-41	OSQKAQCOFUNQAK	OSQKAQCOFUNQAK-UHFFFAOYSA-N	COc1ccc(cc1OC)C(=O)C2CCCN(CCc3ccccc3)C2	44629410
42	BRD-A02836799	BRD-A02836799	LSRJNHYGURTKLY	LSRJNHYGURTKLY-UHFFFAOYSA-N	OCCOc1ccccc1C1N2C(C(C(=O)N3CCCCCCC3)C11C(=O)Nc3ccccc13)C(=O)OC(C2c1ccccc1)c1ccccc1	6729757
43	BRD-A02990301	lofexidine	KSMAGQUYOIHWFS	KSMAGQUYOIHWFS-UHFFFAOYSA-N	CC(Oc1c(Cl)cccc1Cl)C1=NCCN1	30667
44	BRD-A03044413	micropenin	UWYHMGVUTGAWSP	UWYHMGVUTGAWSP-UHFFFAOYSA-N	Cc1onc(c1C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O)-c1ccccc1	4608
45	BRD-A03061970	alizapride	KSEYRUGYKHXGFW	KSEYRUGYKHXGFW-UHFFFAOYSA-N	COc1cc2[nH]nnc2cc1C(=O)NCC1CCCN1CC=C	6410734
46	BRD-A03216249	mepivacaine	INWLQCZOYSRPNW	INWLQCZOYSRPNW-UHFFFAOYSA-N	CN1CCCCC1C(=O)Nc1c(C)cccc1C	4062
47	BRD-A03323675	ritonavir	NCDNCNXCDXHOMX	NCDNCNXCDXHOMX-UHFFFAOYSA-N	CC(C)C(NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)NC(CC(O)C(Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1	5076
48	BRD-A03359064	ICI-89406	HTLWRKRZKFAAAH	HTLWRKRZKFAAAH-UHFFFAOYSA-N	OC(CNCCNC(=O)Nc1ccccc1)COc1ccccc1C#N	123686
49	BRD-A03427350	sulindac	MLKXDPUZXIRXEP	MLKXDPUZXIRXEP-UHFFFAOYSA-N	CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc3ccc(cc3)S(=O)C	1548885
50	BRD-A03436432	BRD-A03436432	OYPCPJBAOPUYOB	OYPCPJBAOPUYOB-UHFFFAOYSA-N	COc1cccc(c1)S(=O)(=O)NC2CCN(C2)C#N	44142160
51	BRD-A03520402	ST-014366	RZZPFYJDTQFYDP	RZZPFYJDTQFYDP-UHFFFAOYSA-N	CC(C)c1ccc(cc1)C2C3CN(C)CC=C3C(C#N)(C#N)C(=C2C#N)N	3156173
52	BRD-A03623303	metoprolol	IUBSYMUCCVWXPE	IUBSYMUCCVWXPE-UHFFFAOYSA-N	COCCc1ccc(OCC(O)CNC(C)C)cc1	5702086
53	BRD-A03684405	BRD-A03684405	WZJQEFWGBHOUNW	WZJQEFWGBHOUNW-ATNAJCNCSA-N	O=C1[C@H](Cc2ccccc2)CCn2cc(COCC3CCCN13)nn2	54649870
54	BRD-A03772856	BRD-A03772856	YSPMFQJSWDVJME	YSPMFQJSWDVJME-UHFFFAOYSA-N	COc1ccccc1C2N(C(=O)C3CCCN23)c4ccc(Cl)cc4	3237298
55	BRD-A03816571	CP-55940	YNZFFALZMRAPHQ	YNZFFALZMRAPHQ-UHFFFAOYSA-N	CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1	-666
56	BRD-A03926027	ST-014147	KMBPMDRMEHVHTJ	KMBPMDRMEHVHTJ-UHFFFAOYSA-N	NC1=C(C#N)C(c2ccc(Br)cc2)c3c(N1)c4ccccc4oc3=O	4207396
57	BRD-A03946276	BRD-A03946276	VNYMEPQAFKNDRQ	VNYMEPQAFKNDRQ-UHFFFAOYSA-N	[O-][N+](=O)c1ccc2NC(=O)C3(NNc4ccccc4O3)c2c1	3921071
58	BRD-A04020513	l-buthionine-sulfoximine	KJQFBVYMGADDTQ	KJQFBVYMGADDTQ-UHFFFAOYSA-N	CCCCS(=N)(=O)CCC(N)C(=O)O	21157
59	BRD-A04026261	YO-2	ZBCXDUNUUKRQSV	ZBCXDUNUUKRQSV-UHFFFAOYSA-N	CCCCCCCCNC(=O)C(Cc1ccc(OCc2ccncc2)cc1)NC(=O)C3CCC(CN)CC3	-666
60	BRD-A04172077	BRD-A04172077	VRCXJKSBSNVDFC	VRCXJKSBSNVDFC-UHFFFAOYSA-N	COc1ccc2ccc(=O)oc2c1CC(O)C(C)(C)OC	23757203
61	BRD-A04260165	SKF-83959	JXMYTVOBSFOHAF	JXMYTVOBSFOHAF-UHFFFAOYSA-N	CN1CCc2c(Cl)c(O)c(O)cc2C(C1)c3cccc(C)c3	11957685
62	BRD-A04308630	genipin	AZKVWQKMDGGDSV	AZKVWQKMDGGDSV-UHFFFAOYSA-N	COC(=O)C1=COC(O)C2C1CC=C2CO	23340
63	BRD-A04327189	synephrine	YRCWQPVGYLYSOX	YRCWQPVGYLYSOX-UHFFFAOYSA-N	CNCC(O)c1ccc(O)cc1	7172
64	BRD-A04332542	BRD-A04332542	KAWMSLLRABYLGN	KAWMSLLRABYLGN-UHFFFAOYSA-N	CC(=O)NCC(O)c1ccc(O)cc1	193691
65	BRD-A04352665	maraviroc	GSNHKUDZZFZSJB	GSNHKUDZZFZSJB-ILVMPNSOSA-N	CC(C)c1nnc(C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1	483407
66	BRD-A04392722	BRD-A04392722	MNZQMCZAJPXZMM	MNZQMCZAJPXZMM-UHFFFAOYSA-N	CC(C)(C)OC(=O)NCC(=O)NNC(=O)C(C(=O)OCc1ccccc1)c2ccccc2	44142123
67	BRD-A04438777	SKF-82958	HJWHHQIVUHOBQN	HJWHHQIVUHOBQN-UHFFFAOYSA-N	Oc1cc2C(CN(CC=C)CCc2c(Cl)c1O)c3ccccc3	1225
68	BRD-A04553218	chlorphenamine	SOYKEARSMXGVTM	SOYKEARSMXGVTM-UHFFFAOYSA-N	CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	-666
69	BRD-A04668240	CGP-52432	GJZVQXWEIYRHBE	GJZVQXWEIYRHBE-UHFFFAOYSA-N	CCOC(OCC)P(=O)(O)CCCNCc1ccc(Cl)c(Cl)c1	-666
70	BRD-A04706586	bucladesine	CJGYSWNGNKCJSB	CJGYSWNGNKCJSB-UHFFFAOYSA-N	CCCC(=O)Nc1ncnc2n(cnc12)C3OC4COP(=O)(O)OC4C3OC(=O)CCC	-666
71	BRD-A04756508	norgestimate	KIQQMECNKUGGKA	KIQQMECNKUGGKA-OMEWWMGKSA-N	CC[C@]12CCC3C(CCC4=C\C(CCC34)=N\O)C1CC[C@@]2(OC(C)=O)C#C	-666
72	BRD-A04831598	2-aminotetralin	LCGFVWKNXLRFIF	LCGFVWKNXLRFIF-UHFFFAOYSA-N	NC1CCc2ccccc2C1	34677
73	BRD-A05186015	bupropion	SNPPWIUOZRMYNY	SNPPWIUOZRMYNY-UHFFFAOYSA-N	CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1	-666
74	BRD-A05352148	ipratropium	OEXHQOGQTVQTAT	OEXHQOGQTVQTAT-UHFFFAOYSA-N	CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c1ccccc1	-666
75	BRD-A05457250	BAY-K8644	ZFLWDHHVRRZMEI	ZFLWDHHVRRZMEI-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1C(F)(F)F)[N+]([O-])=O	2303
76	BRD-A05565054	BRD-A05565054	OYBBUXRKEHCUIG	OYBBUXRKEHCUIG-UHFFFAOYSA-N	CCC1CCCCN1C(=O)n1cc(nn1)C(O)(c1ccccc1)c1ccccc1	46937236
77	BRD-A05581237	dinorcitalopram-oxalate	MKBRBMQWWXUBRC	MKBRBMQWWXUBRC-UHFFFAOYSA-N	NCCCC1(OCc2cc(ccc12)[N+]#[C-])c1ccc(F)cc1	22094944
78	BRD-A05680309	BRD-A05680309	POKZVJVCUGVHME	POKZVJVCUGVHME-UHFFFAOYSA-N	CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC2CCCc3ccccc23	44143239
79	BRD-A05729358	BRD-A05729358	FXCTZFMSAHZQTR	FXCTZFMSAHZQTR-KAMYIIQDSA-N	CCOC(=O)C12CC1\C(=N/O)c1ccccc1O2	6278000
80	BRD-A05831822	BRD-A05831822	SRDVQKBYLVCEKX	SRDVQKBYLVCEKX-UHFFFAOYSA-N	COc1ccc(cc1COc1ccc(NC(C)=O)cc1)C1NC(=O)c2ccccc2N1	17757109
81	BRD-A05874290	DL-TBOA	BYOBCYXURWDEDS	BYOBCYXURWDEDS-UHFFFAOYSA-N	NC(C(OCc1ccccc1)C(=O)O)C(=O)O	4133412
82	BRD-A06131576	BRD-A06131576	JLBHTGXFDNZNJL	JLBHTGXFDNZNJL-UHFFFAOYSA-N	CC(C)C1CCC(C)C(C(O)c2ccc(cc2)c3ccccc3)C1=O	5221400
83	BRD-A06276885	BRD-A06276885	PSPANKCQVWSVHM	PSPANKCQVWSVHM-UHFFFAOYSA-N	Oc1ccc2CC3N(CC4CC4)CCC5(C6Oc1c25)C3(O)Cc7c6n(Cc8ccccc8)c9ccccc79	4257102
84	BRD-A06304526	alvespimycin	KUFRQPKVAWMTJO	KUFRQPKVAWMTJO-UBRRALEVSA-N	COC1CC(C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C\C=C\C(OC)C(OC(N)=O)\C(C)=C\C(C)C1O)C2=O	73707383
85	BRD-A06352418	terfenadine	GUGOEEXESWIERI	GUGOEEXESWIERI-UHFFFAOYSA-N	CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	-666
86	BRD-A06352508	SB-218078	OTPNDVKVEAIXTI	OTPNDVKVEAIXTI-UHFFFAOYSA-N	O=C1NC(=O)c2c1c1c3ccccc3n3C4CCC(O4)n4c5ccccc5c2c4c13	-666
87	BRD-A06390036	hydroquinidine	LJOQGZACKSYWCH	LJOQGZACKSYWCH-NBGVHYBESA-N	CC[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	45479756
88	BRD-A06641369	BRD-A06641369	SBSKQOIYKJFAJN	SBSKQOIYKJFAJN-UHFFFAOYSA-N	CC(C)Oc1cccc(c1)C(=O)C2CCCN(Cc3cnn(c3)C(C)C)C2	16187238
89	BRD-A06664848	BRD-A06664848	RFBPLZZVEFTOML	RFBPLZZVEFTOML-UHFFFAOYSA-N	CC(Sc1nc2cc(Cl)ccc2s1)C(=O)Nc3cccc(c3)S(=O)(=O)N4CCOCC4	3409332
90	BRD-A06726973	dibutyrylcyclic-gmp	SWTMOFFYOXKQNN	SWTMOFFYOXKQNN-UVQKOMKVSA-N	CCCC(=O)Nc1nc2n(cnc2c(=O)[nH]1)C3O[C@H]4COP(=O)(O)O[C@@H]4[C@@H]3OC(=O)CCC	6610337
91	BRD-A06779035	BRD-A06779035	BHURFCFBOPXSCN	BHURFCFBOPXSCN-UHFFFAOYSA-N	COc1cc(cc(OC)c1OC)C(O)CN	28894
92	BRD-A06784547	MRS-1334	QFLOJAMZLQXHFS	QFLOJAMZLQXHFS-UHFFFAOYSA-N	CCOC(=O)C1=C(C)NC(=C(C1C#Cc2ccccc2)C(=O)OCc3ccc(cc3)[N+](=O)[O-])c4ccccc4	-666
93	BRD-A06909528	BRD-A06909528	JOMQEKIENWKNHV	JOMQEKIENWKNHV-UHFFFAOYSA-N	O=C1N(Cc2ccccc2)c2ccccc2C11NNc2ccccc2O1	4879301
94	BRD-A06929388	CVF-SUMO-13	MFDWJDXTGBHHCQ	MFDWJDXTGBHHCQ-UHFFFAOYSA-N	CCN(CC)CC(C(=O)c1ccc(F)cc1)c1ccccc1	51003717
95	BRD-A07000685	hydrocortisone-hemisuccinate	VWQWXZAWFPZJDA	VWQWXZAWFPZJDA-PILPDLGISA-N	C[C@]12C[C@H](O)C3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O	-666
96	BRD-A07029265	ipratropium	OEXHQOGQTVQTAT	OEXHQOGQTVQTAT-RHRUOIOWSA-N	CC(C)[N+]1(C)C2CC[C@@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	5702074
97	BRD-A07106394	tryptophan	QIVBCDIJIAJPQS	QIVBCDIJIAJPQS-UHFFFAOYSA-N	NC(Cc1c[nH]c2ccccc12)C(=O)O	1148
98	BRD-A07395371	esmolol	AQNDDEOPVVGCPG	AQNDDEOPVVGCPG-UHFFFAOYSA-N	COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1	104769
99	BRD-A07440155	labetalol	SGUAFYQXFOLMHL	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O	-666
100	BRD-A07614565	BRD-A07614565	RDJCCPWITAIICC	RDJCCPWITAIICC-UHFFFAOYSA-N	CCOc1ccc(cc1)C(Nc2cccnc2)c3cc(Cl)c4cccnc4c3O	2977478
101	BRD-A07765530	epinephrine-(racemic)	UCTWMZQNUQWSLP	UCTWMZQNUQWSLP-UHFFFAOYSA-N	CNCC(O)c1ccc(O)c(O)c1	5924
102	BRD-A07780951	orciprenaline	LMOINURANNBYCM	LMOINURANNBYCM-UHFFFAOYSA-N	CC(C)NCC(O)c1cc(O)cc(O)c1	9861452
103	BRD-A07824748	flavanone	ZONYXWQDUYMKFB	ZONYXWQDUYMKFB-UHFFFAOYSA-N	O=C1CC(Oc2ccccc12)c3ccccc3	-666
104	BRD-A07875874	cilnidipine	KJEBULYHNRNJTE	KJEBULYHNRNJTE-UHFFFAOYSA-N	COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCC=Cc3ccccc3)C	-666
105	BRD-A07893380	vigabatrin	PJDFLNIOAUIZSL	PJDFLNIOAUIZSL-UHFFFAOYSA-N	NC(CCC(O)=O)C=C	5665
106	BRD-A07932845	metitepine	RLJFTICUTYVZDG	RLJFTICUTYVZDG-UHFFFAOYSA-N	CSc1ccc2Sc3ccccc3CC(N3CCN(C)CC3)c2c1	4106
107	BRD-A08003242	rhodomyrtoxin-b	SGFCERQKVVMREN	SGFCERQKVVMREN-UHFFFAOYSA-N	CCC(C)C(=O)c1c(O)c(C)c2oc3c(C)c(O)c(C(=O)C(C)CC)c(O)c3c2c1O	-666
108	BRD-A08027849	deoxycholic-acid	KXGVEGMKQFWNSR	KXGVEGMKQFWNSR-DVASNTQSSA-N	CC(CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	6742
109	BRD-A08062015	methyl-testosterone	GCKMFJBGXUYNAG	GCKMFJBGXUYNAG-UHFFFAOYSA-N	CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C	4160
110	BRD-A08187463	racecadotril	ODUOJXZPIYUATO	ODUOJXZPIYUATO-UHFFFAOYSA-N	CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1	107751
111	BRD-A08200164	melphalan	SGDBTWWWUNNDEQ	SGDBTWWWUNNDEQ-UHFFFAOYSA-N	NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O	4053
112	BRD-A08255417	famprofazone	GNUXVOXXWGNPIV	GNUXVOXXWGNPIV-UHFFFAOYSA-N	CC(Cc1ccccc1)N(C)Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C	3326
113	BRD-A08610364	BRD-A08610364	YNKFFBATAPFPBH	YNKFFBATAPFPBH-UHFFFAOYSA-N	CCOC(=O)CCCC(=O)Nc1ncnc2Oc3ccc4ccccc4c3C(c5ccccc5)c12	25109909
114	BRD-A08658758	BRD-A08658758	OVVXDHPMTCWAAJ	OVVXDHPMTCWAAJ-UHFFFAOYSA-N	CC1CC(=O)NN=C1c1ccc(F)c(F)c1	14459459
115	BRD-A08660406	iodixanol	NBQNWMBBSKPBAY	NBQNWMBBSKPBAY-UHFFFAOYSA-N	CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I	3724
116	BRD-A08662020	BRD-A08662020	PUQVAXDZGUENDK	PUQVAXDZGUENDK-UHFFFAOYSA-N	CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)Nc1cccc2ncccc12	53338798
117	BRD-A08709697	heliotrine	LMFKRLGHEKVMNT	LMFKRLGHEKVMNT-GVCFFYALSA-N	CO[C@H](C)C(O)(C(C)C)C(=O)OCC1=CCN2CC[C@H](O)[C@H]21	-666
118	BRD-A08778300	BRD-A08778300	VGYFAVFOCXCKID	VGYFAVFOCXCKID-WXCMXNBBSA-N	CCCC(O)C#Cc1cnc2O[C@@H](CN(C)C(=O)Nc3ccc4OCOc4c3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1	44505316
119	BRD-A08877921	cephalotaxine	YMNCVRSYJBNGLD	YMNCVRSYJBNGLD-UHFFFAOYSA-N	COC1=CC23CCCN3CCc4cc5OCOc5cc4C2C1O	-666
120	BRD-A09053961	BRD-A09053961	VWMFGQCEGVXCDL	VWMFGQCEGVXCDL-UHFFFAOYSA-N	NC(Cc1cc(O)c(O)cc1Cl)C(O)=O	73707557
121	BRD-A09056319	alfuzosin	WNMJYKCGWZFFKR	WNMJYKCGWZFFKR-UHFFFAOYSA-N	COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1	-666
122	BRD-A09062839	amyleine	FDMBBCOBEAVDAO	FDMBBCOBEAVDAO-UHFFFAOYSA-N	CCC(C)(CN(C)C)OC(=O)c1ccccc1	-666
123	BRD-A09073503	chlorpromazine	SUQUPCVMBMERJG	SUQUPCVMBMERJG-UHFFFAOYSA-N	CN(C)CCC[N+]1([O-])c2ccccc2Sc2ccc(Cl)cc12	160588
124	BRD-A09094913	strychnine	QMGVPVSNSZLJIA	QMGVPVSNSZLJIA-OFYMUHMXSA-N	O=C1CC2OCC=C3CN4CC[C@@]56C4C[C@@H]3[C@@H]2C5N1c1ccccc61	-666
125	BRD-A09161221	nomilin	KPDOJFFZKAUIOE	KPDOJFFZKAUIOE-ZUDUQEJMSA-N	CC(=O)O[C@@H]1CC(=O)OC(C)(C)C2CC(=O)[C@]3(C)C(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@]543)c6ccoc6)[C@]21C	6710776
